,name,drug_index,interaction
474,Progesterone,168,"', 'Limit caffeine intake"
475,Progesterone,168,"', 'Take at the same time every day"
476,Progesterone,168,"', 'Take with food"
477,Phenylpropanolamine,169,'Limit caffeine intake
478,Phenylpropanolamine,169,"', 'Take with or without food"
479,Phenylpropanolamine,169,The absorption is unaffected by food
480,Sorafenib,170,'Do not take with or immediately after a high-fat meal
481,Sorafenib,170,"Take sorafenib at least 1 hour before or 2 hours after a high-fat meal, as sorafenib absorption can be reduced by a high-fat meal"
482,Sorafenib,170,"', 'Exercise caution with grapefruit products"
483,Sorafenib,170,"Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of sorafenib"
484,Sorafenib,170,"', ""Exercise caution with St John's Wort"
485,Sorafenib,170,"This herb induces CYP3A4 metabolism, which may reduce serum levels of sorafenib"
486,Sorafenib,170,""", 'Take on an empty stomach"
487,Sorafenib,170,Take sorafenib at least one hour before or two hours after a meal
488,Griseofulvin,171,'Avoid alcohol
489,Griseofulvin,171,"', 'Take with a high fat meal"
490,Nisoldipine,172,'Avoid grapefruit products
491,Eszopiclone,173,'Avoid alcohol
492,Eszopiclone,173,"', 'Do not take with or immediately after a high-fat meal"
493,Eszopiclone,173,This decreases the absorption of eszopiclone
494,Alprazolam,174,'Avoid alcohol
495,Alprazolam,174,Alcohol may potentiate the CNS depressant effects of this drug
496,Alprazolam,174,"', 'Avoid grapefruit products"
497,Alprazolam,174,"', 'Limit caffeine intake"
498,Alprazolam,174,"', 'Take with or without food"
499,Alprazolam,174,"Food increases the Cmax of extended release alprazolam by 25%, but the AUC and half life are not affected"
500,Dexbrompheniramine,175,'Avoid alcohol
501,Dexbrompheniramine,175,Taking with alcohol may increase drowsiness
502,Ardeparin,176,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
503,Loxapine,177,'Avoid alcohol
504,Loxapine,177,"', 'Take with food"
505,Loxapine,177,Food reduces irritation
506,Rosiglitazone,178,'Take with or without food
507,Pramipexole,179,'Take with or without food
508,Pramipexole,179,Food decreases the risk of GI side effects
509,Acetohexamide,180,'Avoid alcohol
510,Acetohexamide,180,"', 'Take with or without food"
511,Acetohexamide,180,The absorption is unaffected by food
512,Ampicillin,181,'Take on an empty stomach
513,Phenoxymethylpenicillin,182,'Take on an empty stomach
514,Phenoxymethylpenicillin,182,Absorption is increased 1 hour before or 2 hours after food
515,Secobarbital,183,'Avoid alcohol
516,Secobarbital,183,Taking with alcohol may cause additive CNS depression
517,Secobarbital,183,"', 'Take on an empty stomach"
518,Secobarbital,183,This may increase the rate of absorption
519,Miglustat,184,'Take at the same time every day
520,Miglustat,184,"', 'Take with or without food"
521,Promazine,185,'Avoid alcohol
522,Promazine,185,Additive CNS depression may occur if alcohol is consumed
523,Promazine,185,"', 'Avoid antacids"
524,Promazine,185,The absorption of promazine may be reduced by antacid use
525,Spironolactone,186,'Avoid potassium-containing products
526,Spironolactone,186,Potassium products increase the risk of hyperkalemia
527,Spironolactone,186,"', 'Take with or without food"
528,Spironolactone,186,Food increases the bioavailability of spironolactone by approximately 95
529,Spironolactone,186,It should be taken at a consistent time in regards to food
530,Methylphenidate,187,'Avoid alcohol
531,Methylphenidate,187,"Co-administration with alcohol may cause a ""dose-dumping"" effect with some extended-release formulations of methylphenidate"
532,Methylphenidate,187,It may also potentiate the CNS effects of methylphenidate
533,Methylphenidate,187,"', 'Take with or without food"
534,Methylphenidate,187,Patients may take methylphenidate with food to alleviate GI upset
535,Methocarbamol,188,'Avoid alcohol
536,Methocarbamol,188,"', 'Take with or without food"
537,Methocarbamol,188,The absorption is unaffected by food
538,Hyoscyamine,189,'Take before a meal
539,Hyoscyamine,189,Take 30-60 minutes before a meal
540,Hyoscyamine,189,"', 'Take separate from antacids"
541,Hyoscyamine,189,Take oral hyoscyamine before meals and antacids after meals
542,Zolpidem,190,'Avoid alcohol
543,Zolpidem,190,"', 'Take separate from meals"
544,Zolpidem,190,This drug should not be administered with or immediately after a meal
545,Famciclovir,191,'Take with or without food
546,Famciclovir,191,The absorption is unaffected by food
547,Triprolidine,192,'Avoid alcohol
548,Triprolidine,192,Taking with alcohol may increase drowsiness
549,Lindane,193,'Avoid excessive or chronic alcohol consumption
550,Trifluridine,194,'Take with food
551,Prochlorperazine,195,'Avoid alcohol
552,Prochlorperazine,195,The drug may intensify or prolong the action of central nervous system depressants
553,Cyproheptadine,196,'Avoid alcohol
554,Cyproheptadine,196,Co-administration with alcohol may potentiate the sedative effects of cyproheptadine
555,Bendroflumethiazide,197,'Take with food
556,Bendroflumethiazide,197,Food increases bioavailability
557,Allopurinol,198,'Avoid alcohol
558,Allopurinol,198,"', 'Take with a full glass of water"
559,Allopurinol,198,"', 'Take with food"
560,Cerivastatin,199,'Avoid grapefruit products
561,Cerivastatin,199,"', 'Take with or without food"
562,Cerivastatin,199,The absorption is unaffected by food
563,Entecavir,200,'Take on an empty stomach
564,Entecavir,200,Take 2 hours before or 2 hours after a meal
565,Teniposide,201,'Exercise caution with grapefruit products
566,Teniposide,201,"Teniposide is a CYP3A4 substrate, and grapefruit inhibits CYP3A4 metabolism, coadministration may increase the serum concentrations of teniposide"
567,Teniposide,201,"', ""Exercise caution with St John's Wort"
568,Teniposide,201,"Teniposide is a CYP3A4 substrate, and St John's Wort induces CYP3A4 metabolism, coadministration may reduce the serum concentrations of teniposide"
569,Epirubicin,202,'Drink plenty of fluids
570,Epirubicin,202,Increased fluid intake increases urine output and the excretion of uric acid
571,Chloramphenicol,203,'Take on an empty stomach
572,Loracarbef,204,'Take on an empty stomach
573,Loracarbef,204,Food decreases absorption
574,Lansoprazole,205,'Take before a meal
575,Lansoprazole,205,Take 30-60 minutes before meals
576,Levothyroxine,206,'Avoid calcium supplements/calcium rich foods
577,Levothyroxine,206,Calcium may interfere with the absorption of this drug by forming an insoluble complex
578,Levothyroxine,206,Separate medication administration by at least 4 hours
579,Levothyroxine,206,"', 'Avoid grapefruit products"
580,Levothyroxine,206,Grapefruit may delay the absorption of this medication
581,Levothyroxine,206,"', 'Avoid iron supplements"
582,Levothyroxine,206,Iron may interfere with the absorption of this drug by forming an insoluble complex
583,Levothyroxine,206,Separate medication administration by at least 4 hours
584,Levothyroxine,206,"', 'Avoid multivalent ions"
585,Levothyroxine,206,"These are often found in antacids, vitamins, and supplements - separate medication administration by at least 4 hours"
586,Levothyroxine,206,"', 'Do not take with bran and high fiber foods"
587,Levothyroxine,206,"Dietary fiber, soybean flour, cottonseed meal, and walnuts may reduce the absorption of levothyroxine"
588,Levothyroxine,206,"', 'Take on an empty stomach"
589,Levothyroxine,206,Levothyroxine should be taken on an empty stomach 30-60 minutes prior to the first meal of the day
590,Meperidine,207,'Avoid alcohol
591,Meperidine,207,"', 'Take with or without food"
592,Meperidine,207,Food does not significantly affect absorption
593,Prazosin,208,'Avoid alcohol
594,Prazosin,208,"', 'Avoid natural licorice"
595,Prazosin,208,"', 'Take with or without food"
596,Prazosin,208,The absorption is unaffected by food
597,Imipramine,209,'Avoid alcohol
598,Imipramine,209,"', ""Avoid St John's Wort"
599,Imipramine,209,""", 'Do not take with bran and high fiber foods"
600,Imipramine,209,"', 'Limit caffeine intake"
601,Imipramine,209,"', 'Take with food"
602,Acitretin,210,'Avoid alcohol
603,Acitretin,210,Women of childbearing age should avoid ingesting any alcohol during treatment and two months after discontinuation of acitretin
604,Acitretin,210,Alcohol intake increases the duration of risk for birth defects to beyond three years post acitretin discontinuation
605,Acitretin,210,"', 'Take with food"
606,Acitretin,210,Taking acitretin with the main meal of the day improves oral absorption
607,Nabumetone,211,'Avoid alcohol
608,Nabumetone,211,Alcohol use may aggravate the gastrointestinal irritation caused by this drug
609,Nabumetone,211,"', 'Take with food"
610,Nabumetone,211,Food increases the rate of absorption
611,Methscopolamine bromide,212,'Take before a meal
612,Methscopolamine bromide,212,Take methscopolamine bromide 30 minutes before meals and at bedtime for optimal therapeutic effect
613,Ketorolac,213,'Take with food
614,Ketorolac,213,Food reduces GI irritation
615,Quinine,214,'Take with food
616,Quinine,214,Food reduces irritation
617,Tenoxicam,215,'Take with food
618,Tenoxicam,215,Food may minimize stomach upset caused by tenoxicam
619,Dronabinol,216,'Avoid alcohol
620,Dronabinol,216,"Patients with a history of substance abuse or dependence, including marijuana or alcohol, may be more likely to abuse SYNDROS as well"
621,Dronabinol,216,"', 'Take before a meal"
622,Dronabinol,216,"Because food delays the absorption of SYNDROS, administer the first dose on an empty stomach at least 30 minutes before eating"
623,Montelukast,217,'Take with or without food
624,Montelukast,217,The absorption is unaffected by food
625,Fluoxetine,218,'Avoid alcohol
626,Fluoxetine,218,"', 'Take with or without food"
627,Methohexital,219,'Avoid alcohol
628,Methohexital,219,Alcohol intake may cause additive CNS depressant effects
629,Chlordiazepoxide,220,'Avoid alcohol
630,Chlordiazepoxide,220,"', 'Take with or without food"
631,Chlordiazepoxide,220,The absorption is unaffected by food
632,Duloxetine,221,'Avoid excessive or chronic alcohol consumption
633,Duloxetine,221,Alcohol increases the risk of liver toxicity
634,Duloxetine,221,"', 'Take with or without food"
635,Duloxetine,221,Do not sprinkle the contents of the capsules on food/liquids
636,Chlorpromazine,222,'Avoid alcohol
637,Chlorpromazine,222,"', 'Take with food"
638,Chlorpromazine,222,Food reduces irritation
639,Lenalidomide,223,'Take at the same time every day
640,Lenalidomide,223,Skip the missed dose if it has been more than 12 hours since your regular time
641,Lenalidomide,223,"', 'Take with or without food"
642,Lenalidomide,223,"High-fat meals decrease absorption, but not to a clinically significant extent"
643,Raloxifene,224,'Avoid excessive or chronic alcohol consumption
644,Raloxifene,224,Excessive and chronic alcohol consumption may be associated with vitamin D deficiency
645,Raloxifene,224,"', 'Take with or without food"
646,Raloxifene,224,The absorption is unaffected by food
647,Celecoxib,225,'Avoid alcohol
648,Celecoxib,225,Alcohol increases the risk of gastrointestinal irritation
649,Celecoxib,225,"', 'Avoid multivalent ions"
650,Celecoxib,225,Separate the administration of aluminum and magnesium containing drugs by several hours
651,Celecoxib,225,"', 'Take with or without food"
652,Celecoxib,225,"Doses up to 200 mg can be taken without regard to food, but doses of 400mg or higher should be taken with food"
653,Brimonidine,226,'Avoid alcohol
654,Brimonidine,226,Alcohol intake may potentially lead to additive CNS depressant effects
655,Dicloxacillin,227,'Take on an empty stomach
656,Dicloxacillin,227,Food decreases bioavailability
657,Nabilone,228,'Avoid alcohol
658,Nabilone,228,"', 'Take with or without food"
659,Nabilone,228,Food does not significantly affect absorption
660,Altretamine,229,'Take after a meal
661,Altretamine,229,Take altretamine after meals and at bedtime
662,Sotalol,230,'Take with or without food
663,Sotalol,230,Oral sotalol with a meal reduces absorption by 20%
664,Buspirone,231,'Avoid alcohol
665,Buspirone,231,Alcohol may cause additive CNS depressant effects
666,Buspirone,231,"', 'Avoid grapefruit products"
667,Buspirone,231,Grapefruit increases the plasma concentrations of the drug
668,Buspirone,231,"', 'Take at the same time every day"
669,Buspirone,231,Take consistently at the same time in regard to meals
670,Buspirone,231,"', 'Take with or without food"
671,Buspirone,231,Take drug always with or always without food in a consistent manner
672,Miglitol,232,'Take with food
673,Miglitol,232,Take at the beginning of a meal
674,Fosinopril,233,'Avoid hypertensive herbs (e
675,Fosinopril,233,"bayberry, blue cohosh, cayenne, ephedra, and licorice)"
676,Fosinopril,233,"', 'Avoid potassium-containing products"
677,Fosinopril,233,Potassium products increase the risk of hyperkalemia
678,Fosinopril,233,"', 'Limit salt intake"
679,Fosinopril,233,Salt may attenuate the antihypertensive effect
680,Fosinopril,233,"', 'Take separate from antacids"
681,Fosinopril,233,Take at least 2 hours before or after antacids
682,Fosinopril,233,Taking this medication with antacids can reduce absorption
683,Fosinopril,233,Taking this medication with antacids can reduce absorption
684,Fosinopril,233,"', 'Take with or without food"
685,Fosinopril,233,The absorption is unaffected by food
686,Entacapone,234,'Take with or without food
